EAMRn =  [7.9093442757924395, 10.391881306966146, 7.415862520535787, 10.358901500701904, 9.390706857045492, 11.44815973440806, 7.314517895380656, 10.539958834648132, 6.1762421528498335, 8.982629934946695, 7.481685519218445, 10.145270427068075, 8.522885123888651, 7.384389440218608, 10.638948122660318, 12.264597853024801, 6.337928215662639, 8.304092725118002, 5.116148273150126, 8.12887692451477, 7.337352991104126, 8.14232603708903, 8.254424254099527, 8.231483896573385, 10.071879307428995]
EAM_BCN =  [5.23324187596639, 5.633693297704061, 5.522133549054463, 4.6083182493845625, 5.104920148849487, 6.363452156384786, 4.853762785593669, 4.979216297467549, 5.33648955821991, 5.223660270373027, 5.1254829565684, 4.3379448254903155, 5.360606869061788, 5.262920618057251, 4.419289271036784, 6.492438991864522, 6.171358982721965, 5.421299735705058, 5.350168466567993, 4.697426358858745, 5.10857625802358, 4.978649338086446, 5.343359708786011, 4.771495183308919, 4.664789199829102]
EAM_PMP =  [5.222173611323039, 5.31292998790741, 5.42160705725352, 4.228197534879048, 5.352372805277507, 5.027087052663167, 4.691741903622945, 4.630957325299581, 5.192378600438436, 4.834132552146912, 4.818626403808594, 5.008797367413838, 5.381787618001302, 4.967156847318013, 5.1218440135320025, 5.097584366798401, 4.917782306671143, 5.658592661221822, 4.978079915046692, 5.4360880851745605, 5.187272508939107, 4.900980154673259, 4.431302785873413, 5.1187431414922075, 5.021980444590251]
EAM_ZGZ =  [4.897401730219523, 5.079087853431702, 5.071682373682658, 4.357151985168457, 4.992110212643941, 5.34828519821167, 4.996670405069987, 4.901075800259908, 5.008656104405721, 5.772928913434346, 5.152998963991801, 5.154646674791972, 4.723044315973918, 5.0350567897160845, 5.4433969259262085, 5.543257355690002, 4.6851439873377485, 5.43924617767334, 4.849577903747559, 5.5012632211049395, 5.2053654591242475, 4.772641539573669, 5.135607719421387, 5.43820337454478, 5.158190528551738]
EAM_HSC =  [5.910768230756124, 5.162447810173035, 5.283419171969096, 5.085898796717326, 5.243786096572876, 5.2547091245651245, 4.923824111620585, 5.82889187335968, 5.012461066246033, 5.062581658363342, 5.269904772440593, 4.426479538281758, 4.430337429046631, 4.993951201438904, 5.283889333407084, 5.215342362721761, 4.588442087173462, 4.939471483230591, 5.147585868835449, 5.714196681976318, 4.877458532651265, 5.468334436416626, 4.745297392209371, 4.733845313390096, 4.341796000798543]
EAM_BCN_PMP =  [5.346637010574341, 4.857535680135091, 5.4695612986882525, 5.424928108851115, 5.239805897076924, 4.701619982719421, 4.642921765645345, 5.161343574523926, 5.391254385312398, 5.19896121819814, 5.4386128187179565, 4.16553258895874, 5.74010956287384, 4.4839515288670855, 4.8742135763168335, 5.527995944023132, 4.839436968167623, 5.432016332944234, 5.092093984285991, 4.4928150574366255, 5.746878306070964, 5.518129865328471, 4.997023622194926, 4.46485960483551, 5.803714632987976]
EAM_BCN_HSC =  [4.967387080192566, 5.460052331288655, 5.240421970685323, 5.4697578350702925, 5.379307707150777, 5.078683574994405, 4.334115266799927, 4.987218856811523, 5.080291310946147, 4.848643064498901, 4.908726930618286, 4.938372731208801, 5.269272605578105, 4.824979980786641, 5.274224042892456, 5.061848362286885, 5.316440105438232, 5.3675828377405805, 5.223177870114644, 5.207315842310588, 5.544413924217224, 4.749137878417969, 4.866186857223511, 4.7161628405253095, 4.884587248166402]
EAM_BCN_ZGZ =  [5.391088207562764, 5.469539483388265, 4.948623418807983, 4.896349747975667, 6.486718853314717, 4.733743906021118, 5.547038475672404, 5.474920193354289, 5.639047304789226, 5.074511885643005, 6.464510043462117, 4.595966299374898, 5.501434961954753, 4.8162620067596436, 5.226555069287618, 5.385674556096395, 4.929550091425578, 4.387042204538981, 5.160334547360738, 4.9897918701171875, 5.080920020739238, 4.6161917845408125, 4.346106052398682, 5.002067764600118, 5.236345092455546]
EAM_PMP_HSC =  [4.484719395637512, 5.0589222113291425, 5.422425548235576, 4.763594547907512, 5.656801144282023, 5.182085553805034, 5.174578547477722, 4.225483854611714, 4.990671475728353, 6.118121186892192, 4.866622567176819, 5.33612326780955, 5.555792649586995, 5.216475963592529, 4.728540738423665, 5.353864034016927, 4.793568213780721, 4.811230023701985, 5.250794609387715, 4.776354670524597, 5.298093875249227, 5.247554779052734, 4.686068177223206, 4.32414170106252, 4.742660005887349]
EAM_PMP_ZGZ =  [5.7585660219192505, 4.984365622202556, 4.8346133629481, 5.145749092102051, 5.825032631556193, 5.133370717366536, 5.304896593093872, 4.664547959963481, 4.602648536364238, 5.557197252909343, 4.574535806973775, 5.376061757405599, 4.766408960024516, 4.469685276349385, 4.964829405148824, 5.368685682614644, 4.841896891593933, 4.37566872437795, 4.501394947369893, 4.563355525334676, 6.311827023824056, 5.159711996714274, 5.042878905932109, 5.349822560946147, 5.529715379079183]
